Scaffold	Length
DPSCF301267	3897
DPSCF301268	3892
DPSCF301269	3881
DPSCF301270	3880
DPSCF301271	3880
DPSCF301272	21295
DPSCF301273	3874
DPSCF301274	3874
DPSCF301275	3872
DPSCF301276	3871
DPSCF301277	3865
DPSCF301278	3863
DPSCF301279	3860
DPSCF301280	3848
DPSCF301281	3846
DPSCF301282	3844
DPSCF301283	3843
DPSCF301284	3842
DPSCF301285	3841
DPSCF301286	3839
DPSCF301287	3835
DPSCF301288	3834
DPSCF301289	3827
DPSCF301290	3824
DPSCF301291	3824
DPSCF301292	3820
DPSCF301293	3807
DPSCF301294	3804
DPSCF301295	3801
DPSCF301296	3797
DPSCF301297	3793
DPSCF301298	3792
DPSCF301299	3789
DPSCF301300	3786
DPSCF301301	3785
DPSCF301302	3779
DPSCF301303	3779
DPSCF301304	3778
DPSCF301305	3757
DPSCF301306	3756
DPSCF301307	3755
DPSCF301308	3754
DPSCF301309	3749
DPSCF301310	3749
DPSCF301311	3747
DPSCF301312	3746
DPSCF301313	3743
DPSCF301314	3739
DPSCF301315	3733
DPSCF301316	3729
DPSCF301317	3729
DPSCF301318	3728
DPSCF301319	3728
DPSCF301320	3727
DPSCF301321	3726
DPSCF301322	3726
DPSCF301323	3724
DPSCF301324	3722
DPSCF301325	3719
DPSCF301326	3718
DPSCF301327	3717
DPSCF301328	3714
DPSCF301329	3714
DPSCF301330	3714
DPSCF301331	3713
DPSCF301332	3710
DPSCF301333	3709
DPSCF301334	3709
DPSCF301335	3709
DPSCF301336	3708
DPSCF301337	3704
DPSCF301338	3699
DPSCF301339	3698
DPSCF301340	3697
DPSCF301341	3692
DPSCF301342	3691
DPSCF301343	3690
DPSCF301344	3687
DPSCF301345	3684
DPSCF301346	3680
DPSCF301347	3675
DPSCF301348	3675
DPSCF301349	3673
DPSCF301350	3669
DPSCF301351	3669
DPSCF301352	3668
DPSCF301353	3668
DPSCF301354	3666
DPSCF301355	3665
DPSCF301356	3664
DPSCF301357	3663
DPSCF301358	3660
DPSCF301359	3659
DPSCF301360	3657
DPSCF301361	3655
DPSCF301362	3654
DPSCF301363	3648
DPSCF301364	3648
DPSCF301365	3647
DPSCF301366	3647
DPSCF301367	3643
DPSCF301368	3638
DPSCF301369	3637
DPSCF301370	3637
DPSCF301371	3636
DPSCF301372	3634
DPSCF301373	3633
DPSCF301374	3631
DPSCF301375	3630
DPSCF301376	3629
DPSCF301377	3629
DPSCF301378	3623
DPSCF301379	3622
DPSCF301380	3622
DPSCF301381	3621
DPSCF301382	3620
DPSCF301383	3620
DPSCF301384	3619
DPSCF301385	3614
DPSCF301386	3614
DPSCF301387	3613
DPSCF301388	3612
DPSCF301389	3608
DPSCF301390	3604
DPSCF301391	3603
DPSCF301392	3603
DPSCF301393	3602
DPSCF301394	3601
DPSCF301395	3598
DPSCF301396	3596
DPSCF301397	3595
DPSCF301398	3595
DPSCF301399	3595
DPSCF301400	3593
DPSCF301401	3591
DPSCF301402	3590
DPSCF301403	3588
DPSCF301404	3587
DPSCF301405	3584
DPSCF301406	3584
DPSCF301407	3584
DPSCF301408	3582
DPSCF301409	3582
DPSCF301410	3579
DPSCF301411	3564
DPSCF301412	3564
DPSCF301413	3553
DPSCF301414	3548
DPSCF301415	3547
DPSCF301416	3544
DPSCF301417	3535
DPSCF301418	3531
DPSCF301419	3526
DPSCF301420	3500
DPSCF301421	3489
DPSCF301422	3440
DPSCF301423	3144
DPSCF301424	2837
DPSCF301425	2566
DPSCF301426	2517
DPSCF301427	2435
DPSCF301428	2330
DPSCF301429	2234
DPSCF301430	2210
DPSCF301431	2181
DPSCF301432	2113
DPSCF301433	2001
DPSCF301434	1999
DPSCF301435	1980
DPSCF301436	1971
DPSCF301437	1958
DPSCF301438	1943
DPSCF301439	1904
DPSCF301440	1812
DPSCF301441	1806
DPSCF301442	1803
DPSCF301443	1790
DPSCF301444	1782
DPSCF301445	1734
DPSCF301446	1733
DPSCF301447	1673
DPSCF301448	1669
DPSCF301449	1661
DPSCF301450	1660
DPSCF301451	1659
DPSCF301452	1652
DPSCF301453	1647
DPSCF301454	1626
DPSCF301455	1613
DPSCF301456	1596
DPSCF301457	1591
DPSCF301458	1588
DPSCF301459	1578
DPSCF301460	1578
DPSCF301461	1577
DPSCF301462	1572
DPSCF301463	1568
DPSCF301464	1564
DPSCF301465	1552
DPSCF301466	1545
DPSCF301467	1543
DPSCF301468	1542
DPSCF301469	1542
DPSCF301470	1535
DPSCF301471	1534
DPSCF301472	1529
DPSCF301473	1525
DPSCF301474	1522
DPSCF301475	1522
DPSCF301476	1516
DPSCF301477	1502
DPSCF301478	1501
DPSCF301479	1500
DPSCF301480	1499
DPSCF301481	1480
DPSCF301482	1480
DPSCF301483	1478
DPSCF301484	1469
DPSCF301485	1460
DPSCF301486	1456
DPSCF301487	1456
DPSCF301488	1453
DPSCF301489	1447
DPSCF301490	1445
DPSCF301491	1443
DPSCF301492	1437
DPSCF301493	1436
DPSCF301494	1428
DPSCF301495	1423
DPSCF301496	1421
DPSCF301497	1411
DPSCF301498	1410
DPSCF301499	1404
DPSCF301500	1399
DPSCF301501	1389
DPSCF301502	1388
DPSCF301503	1387
DPSCF301504	1387
DPSCF301505	1381
DPSCF301506	1381
DPSCF301507	1373
DPSCF301508	1371
DPSCF301509	1370
DPSCF301510	1364
DPSCF301511	1362
DPSCF301512	1360
DPSCF301513	1356
DPSCF301514	1355
DPSCF301515	1353
DPSCF301516	1348
DPSCF301517	1334
DPSCF301518	1331
DPSCF301519	1325
DPSCF301520	1324
DPSCF301521	1323
DPSCF301522	1318
DPSCF301523	1303
DPSCF301524	1302
DPSCF301525	1302
DPSCF301526	1301
DPSCF301527	1300
DPSCF301528	1299
DPSCF301529	1297
DPSCF301530	1293
DPSCF301531	1290
DPSCF301532	1281
DPSCF301533	1280
DPSCF301534	1279
DPSCF301535	1278
DPSCF301536	1278
DPSCF301537	1277
DPSCF301538	1276
DPSCF301539	1274
DPSCF301540	1265
DPSCF301541	1264
DPSCF301542	1258
DPSCF301543	1257
DPSCF301544	1252
DPSCF301545	1243
DPSCF301546	1243
DPSCF301547	1242
DPSCF301548	1242
DPSCF301549	1238
DPSCF301550	1235
DPSCF301551	1234
DPSCF301552	1232
DPSCF301553	1228
DPSCF301554	1226
DPSCF301555	1222
DPSCF301556	1217
DPSCF301557	1216
DPSCF301558	1215
DPSCF301559	1213
DPSCF301560	1213
DPSCF301561	1212
DPSCF301562	1212
DPSCF301563	1209
DPSCF301564	1208
DPSCF301565	1203
DPSCF301566	1203
DPSCF301567	1203
DPSCF301568	1203
DPSCF301569	1202
DPSCF301570	1198
DPSCF301571	1188
DPSCF301572	1186
DPSCF301573	1184
DPSCF301574	1182
DPSCF301575	1180
DPSCF301576	1178
DPSCF301577	1176
DPSCF301578	1175
DPSCF301579	1175
DPSCF301580	1175
DPSCF301581	1171
DPSCF301582	1171
DPSCF301583	1168
DPSCF301584	1168
DPSCF301585	1167
DPSCF301586	1166
DPSCF301587	1165
DPSCF301588	1161
DPSCF301589	20604
DPSCF301590	1157
DPSCF301591	1157
DPSCF301592	1152
DPSCF301593	1150
DPSCF301594	1146
DPSCF301595	1145
DPSCF301596	1138
DPSCF301597	1136
DPSCF301598	1136
DPSCF301599	1136
DPSCF301600	1133
DPSCF301601	1133
DPSCF301602	1131
DPSCF301603	1129
DPSCF301604	1128
DPSCF301605	1128
DPSCF301606	1128
DPSCF301607	1125
DPSCF301608	1122
DPSCF301609	1119
DPSCF301610	1117
DPSCF301611	1116
DPSCF301612	1115
DPSCF301613	1113
DPSCF301614	1109
DPSCF301615	1108
DPSCF301616	1108
DPSCF301617	1108
DPSCF301618	1107
DPSCF301619	1107
DPSCF301620	1105
DPSCF301621	1103
DPSCF301622	1103
DPSCF301623	1102
DPSCF301624	1100
DPSCF301625	1100
DPSCF301626	1100
DPSCF301627	1099
DPSCF301628	1097
DPSCF301629	1096
DPSCF301630	1096
DPSCF301631	1096
DPSCF301632	1094
DPSCF301633	1094
DPSCF301634	1093
DPSCF301635	1092
DPSCF301636	1091
DPSCF301637	1091
DPSCF301638	1090
DPSCF301639	1088
DPSCF301640	1086
DPSCF301641	1085
DPSCF301642	1084
DPSCF301643	1083
DPSCF301644	1078
DPSCF301645	1075
DPSCF301646	1075
DPSCF301647	1074
DPSCF301648	1073
DPSCF301649	1071
DPSCF301650	1071
DPSCF301651	1070
DPSCF301652	1070
DPSCF301653	1068
DPSCF301654	1068
DPSCF301655	1067
DPSCF301656	1066
DPSCF301657	1065
DPSCF301658	1065
DPSCF301659	1064
DPSCF301660	1061
DPSCF301661	1059
DPSCF301662	1059
DPSCF301663	1058
DPSCF301664	1058
DPSCF301665	1056
DPSCF301666	1053
DPSCF301667	1051
DPSCF301668	1048
DPSCF301669	1048
DPSCF301670	1047
DPSCF301671	1047
DPSCF301672	1045
DPSCF301673	1043
DPSCF301674	1042
DPSCF301675	1036
DPSCF301676	1034
DPSCF301677	1034
DPSCF301678	1033
DPSCF301679	1032
DPSCF301680	1030
DPSCF301681	1030
DPSCF301682	1029
DPSCF301683	1028
DPSCF301684	1027
DPSCF301685	1026
DPSCF301686	1024
DPSCF301687	1024
DPSCF301688	1023
DPSCF301689	1023
DPSCF301690	1023
DPSCF301691	1022
DPSCF301692	1020
DPSCF301693	1018
DPSCF301694	1016
DPSCF301695	1013
DPSCF301696	1013
DPSCF301697	1013
DPSCF301698	1012
DPSCF301699	1012
DPSCF301700	1011
DPSCF301701	1010
DPSCF301702	1009
DPSCF301703	1008
DPSCF301704	1005
DPSCF301705	1003
DPSCF301706	1003
DPSCF301707	1003
DPSCF301708	1003
DPSCF301709	999
DPSCF301710	999
DPSCF301711	998
DPSCF301712	997
DPSCF301713	995
DPSCF301714	995
DPSCF301715	995
DPSCF301716	995
DPSCF301717	995
DPSCF301718	995
DPSCF301719	990
DPSCF301720	987
DPSCF301721	986
DPSCF301722	986
DPSCF301723	984
DPSCF301724	983
DPSCF301725	981
DPSCF301726	978
DPSCF301727	978
DPSCF301728	977
DPSCF301729	976
DPSCF301730	976
DPSCF301731	976
DPSCF301732	974
DPSCF301733	973
DPSCF301734	973
DPSCF301735	973
DPSCF301736	972
DPSCF301737	972
DPSCF301738	970
DPSCF301739	970
DPSCF301740	969
DPSCF301741	969
DPSCF301742	968
DPSCF301743	968
DPSCF301744	968
DPSCF301745	967
DPSCF301746	967
DPSCF301747	965
DPSCF301748	965
DPSCF301749	964
DPSCF301750	964
DPSCF301751	962
DPSCF301752	962
DPSCF301753	961
DPSCF301754	961
DPSCF301755	960
DPSCF301756	960
DPSCF301757	960
DPSCF301758	960
DPSCF301759	959
DPSCF301760	958
DPSCF301761	958
DPSCF301762	957
DPSCF301763	957
DPSCF301764	957
DPSCF301765	957
DPSCF301766	957
DPSCF301767	955
DPSCF301768	952
DPSCF301769	952
DPSCF301770	951
DPSCF301771	951
DPSCF301772	950
DPSCF301773	949
DPSCF301774	948
DPSCF301775	946
DPSCF301776	945
DPSCF301777	944
DPSCF301778	944
DPSCF301779	943
DPSCF301780	943
DPSCF301781	941
DPSCF301782	941
DPSCF301783	939
DPSCF301784	939
DPSCF301785	939
DPSCF301786	937
DPSCF301787	937
DPSCF301788	937
DPSCF301789	937
DPSCF301790	935
DPSCF301791	934
DPSCF301792	933
DPSCF301793	933
DPSCF301794	933
DPSCF301795	931
DPSCF301796	930
DPSCF301797	929
DPSCF301798	929
DPSCF301799	929
DPSCF301800	928
DPSCF301801	928
DPSCF301802	928
DPSCF301803	928
DPSCF301804	925
DPSCF301805	924
DPSCF301806	923
DPSCF301807	922
DPSCF301808	922
DPSCF301809	920
DPSCF301810	919
DPSCF301811	919
DPSCF301812	918
DPSCF301813	918
DPSCF301814	917
DPSCF301815	917
DPSCF301816	915
DPSCF301817	915
DPSCF301818	915
DPSCF301819	913
DPSCF301820	913
DPSCF301821	912
DPSCF301822	912
DPSCF301823	909
DPSCF301824	908
DPSCF301825	907
DPSCF301826	905
DPSCF301827	905
DPSCF301828	905
DPSCF301829	904
DPSCF301830	903
DPSCF301831	903
DPSCF301832	903
DPSCF301833	902
DPSCF301834	901
DPSCF301835	900
DPSCF301836	900
DPSCF301837	900
DPSCF301838	899
DPSCF301839	899
DPSCF301840	899
DPSCF301841	899
DPSCF301842	897
DPSCF301843	897
DPSCF301844	895
DPSCF301845	893
DPSCF301846	892
DPSCF301847	892
DPSCF301848	892
DPSCF301849	891
DPSCF301850	888
DPSCF301851	887
DPSCF301852	887
DPSCF301853	887
DPSCF301854	887
DPSCF301855	887
DPSCF301856	884
DPSCF301857	884
DPSCF301858	883
DPSCF301859	883
DPSCF301860	883
DPSCF301861	881
DPSCF301862	881
DPSCF301863	880
DPSCF301864	879
DPSCF301865	879
DPSCF301866	878
DPSCF301867	877
DPSCF301868	876
DPSCF301869	876
DPSCF301870	875
DPSCF301871	873
DPSCF301872	872
DPSCF301873	871
DPSCF301874	871
DPSCF301875	870
DPSCF301876	870
DPSCF301877	870
DPSCF301878	869
DPSCF301879	868
DPSCF301880	867
DPSCF301881	866
DPSCF301882	866
DPSCF301883	866
DPSCF301884	866
DPSCF301885	866
DPSCF301886	866
DPSCF301887	865
DPSCF301888	864
DPSCF301889	864
DPSCF301890	863
DPSCF301891	862
DPSCF301892	862
DPSCF301893	860
DPSCF301894	860
DPSCF301895	859
DPSCF301896	858
DPSCF301897	857
DPSCF301898	856
DPSCF301899	856
DPSCF301900	856
DPSCF301901	856
DPSCF301902	855
DPSCF301903	855
DPSCF301904	855
DPSCF301905	855
DPSCF301906	854
DPSCF301907	854
DPSCF301908	853
DPSCF301909	853
DPSCF301910	852
DPSCF301911	852
DPSCF301912	852
DPSCF301913	851
DPSCF301914	850
DPSCF301915	848
DPSCF301916	848
DPSCF301917	847
DPSCF301918	846
DPSCF301919	845
DPSCF301920	843
DPSCF301921	842
DPSCF301922	842
DPSCF301923	841
DPSCF301924	841
DPSCF301925	840
DPSCF301926	839
DPSCF301927	839
DPSCF301928	838
DPSCF301929	838
DPSCF301930	837
DPSCF301931	837
DPSCF301932	836
DPSCF301933	835
DPSCF301934	834
DPSCF301935	833
DPSCF301936	833
DPSCF301937	832
DPSCF301938	832
DPSCF301939	831
DPSCF301940	831
DPSCF301941	830
DPSCF301942	829
DPSCF301943	827
DPSCF301944	826
DPSCF301945	825
DPSCF301946	824
DPSCF301947	824
DPSCF301948	824
DPSCF301949	824
DPSCF301950	823
DPSCF301951	823
DPSCF301952	823
DPSCF301953	823
DPSCF301954	822
DPSCF301955	822
DPSCF301956	821
DPSCF301957	821
DPSCF301958	821
DPSCF301959	820
DPSCF301960	820
DPSCF301961	820
DPSCF301962	820
DPSCF301963	819
DPSCF301964	818
DPSCF301965	818
DPSCF301966	818
DPSCF301967	818
DPSCF301968	817
DPSCF301969	817
DPSCF301970	817
DPSCF301971	816
DPSCF301972	816
DPSCF301973	815
DPSCF301974	815
DPSCF301975	813
DPSCF301976	813
DPSCF301977	812
DPSCF301978	811
DPSCF301979	810
DPSCF301980	810
DPSCF301981	810
DPSCF301982	809
DPSCF301983	808
DPSCF301984	808
DPSCF301985	807
DPSCF301986	806
DPSCF301987	806
DPSCF301988	806
DPSCF301989	806
DPSCF301990	805
DPSCF301991	805
DPSCF301992	804
DPSCF301993	803
DPSCF301994	803
DPSCF301995	802
DPSCF301996	801
DPSCF301997	801
DPSCF301998	801
DPSCF301999	800
DPSCF302000	800
DPSCF302001	799
DPSCF302002	799
DPSCF302003	799
DPSCF302004	799
DPSCF302005	798
DPSCF302006	798
DPSCF302007	796
DPSCF302008	796
DPSCF302009	796
DPSCF302010	795
DPSCF302011	795
DPSCF302012	795
DPSCF302013	793
DPSCF302014	792
DPSCF302015	792
DPSCF302016	791
DPSCF302017	791
DPSCF302018	790
DPSCF302019	790
DPSCF302020	789
DPSCF302021	789
DPSCF302022	788
DPSCF302023	787
DPSCF302024	786
DPSCF302025	786
DPSCF302026	786
DPSCF302027	785
DPSCF302028	785
DPSCF302029	784
DPSCF302030	783
DPSCF302031	783
DPSCF302032	782
DPSCF302033	782
DPSCF302034	781
DPSCF302035	781
DPSCF302036	781
DPSCF302037	780
DPSCF302038	780
DPSCF302039	780
DPSCF302040	779
DPSCF302041	776
DPSCF302042	775
DPSCF302043	774
DPSCF302044	772
DPSCF302045	772
DPSCF302046	772
DPSCF302047	772
DPSCF302048	772
DPSCF302049	771
DPSCF302050	771
DPSCF302051	771
DPSCF302052	770
DPSCF302053	770
DPSCF302054	769
DPSCF302055	769
DPSCF302056	769
DPSCF302057	769
DPSCF302058	769
DPSCF302059	769
DPSCF302060	768
DPSCF302061	766
DPSCF302062	766
DPSCF302063	765
DPSCF302064	764
DPSCF302065	764
DPSCF302066	763
DPSCF302067	763
DPSCF302068	763
DPSCF302069	763
DPSCF302070	763
DPSCF302071	762
DPSCF302072	762
DPSCF302073	761
DPSCF302074	761
DPSCF302075	760
DPSCF302076	760
DPSCF302077	759
DPSCF302078	759
DPSCF302079	758
DPSCF302080	757
DPSCF302081	757
DPSCF302082	756
DPSCF302083	756
DPSCF302084	756
DPSCF302085	756
DPSCF302086	755
DPSCF302087	755
DPSCF302088	754
DPSCF302089	754
DPSCF302090	752
DPSCF302091	750
DPSCF302092	750
DPSCF302093	748
DPSCF302094	748
DPSCF302095	748
DPSCF302096	748
DPSCF302097	747
DPSCF302098	747
DPSCF302099	746
DPSCF302100	746
DPSCF302101	746
DPSCF302102	746
DPSCF302103	744
DPSCF302104	744
DPSCF302105	744
DPSCF302106	743
DPSCF302107	743
DPSCF302108	742
DPSCF302109	742
DPSCF302110	742
DPSCF302111	741
DPSCF302112	740
DPSCF302113	740
DPSCF302114	740
DPSCF302115	739
DPSCF302116	738
DPSCF302117	737
DPSCF302118	737
DPSCF302119	737
DPSCF302120	736
DPSCF302121	736
DPSCF302122	736
DPSCF302123	735
DPSCF302124	734
DPSCF302125	734
DPSCF302126	734
DPSCF302127	733
DPSCF302128	733
DPSCF302129	732
DPSCF302130	732
DPSCF302131	731
DPSCF302132	730
DPSCF302133	730
DPSCF302134	729
DPSCF302135	727
DPSCF302136	726
DPSCF302137	726
DPSCF302138	726
DPSCF302139	725
DPSCF302140	725
DPSCF302141	725
DPSCF302142	724
DPSCF302143	723
DPSCF302144	722
DPSCF302145	722
DPSCF302146	722
DPSCF302147	721
DPSCF302148	720
DPSCF302149	720
DPSCF302150	719
DPSCF302151	719
DPSCF302152	718
DPSCF302153	717
DPSCF302154	717
DPSCF302155	716
DPSCF302156	716
DPSCF302157	715
DPSCF302158	715
DPSCF302159	715
DPSCF302160	715
DPSCF302161	714
DPSCF302162	713
DPSCF302163	712
DPSCF302164	711
DPSCF302165	711
DPSCF302166	711
DPSCF302167	711
DPSCF302168	710
DPSCF302169	710
DPSCF302170	710
DPSCF302171	710
DPSCF302172	709
DPSCF302173	709
DPSCF302174	708
DPSCF302175	707
DPSCF302176	706
DPSCF302177	706
DPSCF302178	705
DPSCF302179	705
DPSCF302180	703
DPSCF302181	703
DPSCF302182	703
DPSCF302183	703
DPSCF302184	702
DPSCF302185	702
DPSCF302186	702
DPSCF302187	701
DPSCF302188	701
DPSCF302189	701
DPSCF302190	701
DPSCF302191	700
DPSCF302192	699
DPSCF302193	699
DPSCF302194	699
DPSCF302195	699
DPSCF302196	699
DPSCF302197	699
DPSCF302198	698
DPSCF302199	698
DPSCF302200	698
DPSCF302201	696
DPSCF302202	696
DPSCF302203	696
DPSCF302204	695
DPSCF302205	695
DPSCF302206	694
DPSCF302207	693
DPSCF302208	693
DPSCF302209	693
DPSCF302210	691
DPSCF302211	691
DPSCF302212	691
DPSCF302213	690
DPSCF302214	690
DPSCF302215	690
DPSCF302216	689
DPSCF302217	689
DPSCF302218	688
DPSCF302219	688
DPSCF302220	687
DPSCF302221	687
DPSCF302222	687
DPSCF302223	686
DPSCF302224	685
DPSCF302225	685
DPSCF302226	685
DPSCF302227	684
DPSCF302228	684
DPSCF302229	683
DPSCF302230	683
DPSCF302231	682
DPSCF302232	682
DPSCF302233	681
DPSCF302234	681
DPSCF302235	681
DPSCF302236	681
DPSCF302237	680
DPSCF302238	680
DPSCF302239	679
DPSCF302240	679
DPSCF302241	677
DPSCF302242	677
DPSCF302243	677
DPSCF302244	677
DPSCF302245	676
DPSCF302246	675
DPSCF302247	675
DPSCF302248	675
DPSCF302249	674
DPSCF302250	674
DPSCF302251	673
DPSCF302252	673
DPSCF302253	672
DPSCF302254	672
DPSCF302255	672
DPSCF302256	672
DPSCF302257	672
DPSCF302258	671
DPSCF302259	671
DPSCF302260	671
DPSCF302261	671
DPSCF302262	670
DPSCF302263	670
DPSCF302264	669
DPSCF302265	669
DPSCF302266	669
DPSCF302267	669
DPSCF302268	669
DPSCF302269	668
DPSCF302270	668
DPSCF302271	668
DPSCF302272	667
DPSCF302273	666
DPSCF302274	665
DPSCF302275	664
DPSCF302276	664
DPSCF302277	663
DPSCF302278	663
DPSCF302279	663
DPSCF302280	663
DPSCF302281	663
DPSCF302282	662
DPSCF302283	662
DPSCF302284	659
DPSCF302285	659
DPSCF302286	658
DPSCF302287	658
DPSCF302288	657
DPSCF302289	657
DPSCF302290	657
DPSCF302291	657
DPSCF302292	656
DPSCF302293	656
DPSCF302294	656
DPSCF302295	656
DPSCF302296	655
DPSCF302297	655
DPSCF302298	655
DPSCF302299	655
DPSCF302300	655
DPSCF302301	654
DPSCF302302	654
DPSCF302303	654
DPSCF302304	653
DPSCF302305	653
DPSCF302306	653
DPSCF302307	653
DPSCF302308	653
DPSCF302309	653
DPSCF302310	651
DPSCF302311	650
DPSCF302312	650
DPSCF302313	650
DPSCF302314	650
DPSCF302315	649
DPSCF302316	649
DPSCF302317	649
DPSCF302318	648
DPSCF302319	648
DPSCF302320	648
DPSCF302321	648
DPSCF302322	648
DPSCF302323	648
DPSCF302324	648
DPSCF302325	647
DPSCF302326	647
DPSCF302327	647
DPSCF302328	647
DPSCF302329	647
DPSCF302330	647
DPSCF302331	647
DPSCF302332	646
DPSCF302333	646
DPSCF302334	646
DPSCF302335	645
DPSCF302336	645
DPSCF302337	645
DPSCF302338	645
DPSCF302339	645
DPSCF302340	644
DPSCF302341	644
DPSCF302342	644
DPSCF302343	644
DPSCF302344	644
DPSCF302345	644
DPSCF302346	643
DPSCF302347	642
DPSCF302348	642
DPSCF302349	642
DPSCF302350	642
DPSCF302351	642
DPSCF302352	641
DPSCF302353	641
DPSCF302354	641
DPSCF302355	641
DPSCF302356	641
DPSCF302357	640
DPSCF302358	640
DPSCF302359	640
DPSCF302360	639
DPSCF302361	639
DPSCF302362	639
DPSCF302363	639
DPSCF302364	639
DPSCF302365	639
DPSCF302366	639
DPSCF302367	639
DPSCF302368	638
DPSCF302369	638
DPSCF302370	637
DPSCF302371	637
DPSCF302372	637
DPSCF302373	637
DPSCF302374	637
DPSCF302375	637
DPSCF302376	636
DPSCF302377	636
DPSCF302378	636
DPSCF302379	636
DPSCF302380	635
DPSCF302381	635
DPSCF302382	635
DPSCF302383	634
DPSCF302384	634
DPSCF302385	634
DPSCF302386	634
DPSCF302387	634
DPSCF302388	633
DPSCF302389	633
DPSCF302390	633
DPSCF302391	633
DPSCF302392	633
DPSCF302393	632
DPSCF302394	632
DPSCF302395	632
DPSCF302396	632
DPSCF302397	631
DPSCF302398	631
DPSCF302399	631
DPSCF302400	631
DPSCF302401	631
DPSCF302402	631
DPSCF302403	631
DPSCF302404	630
DPSCF302405	630
DPSCF302406	630
DPSCF302407	629
DPSCF302408	629
DPSCF302409	629
DPSCF302410	629
DPSCF302411	628
DPSCF302412	628
DPSCF302413	628
DPSCF302414	628
DPSCF302415	627
DPSCF302416	627
DPSCF302417	627
DPSCF302418	627
DPSCF302419	626
DPSCF302420	626
DPSCF302421	626
DPSCF302422	626
DPSCF302423	625
DPSCF302424	625
DPSCF302425	624
DPSCF302426	624
DPSCF302427	623
DPSCF302428	623
DPSCF302429	623
DPSCF302430	622
DPSCF302431	622
DPSCF302432	621
DPSCF302433	621
DPSCF302434	621
DPSCF302435	621
DPSCF302436	621
DPSCF302437	621
DPSCF302438	620
DPSCF302439	620
DPSCF302440	620
DPSCF302441	620
DPSCF302442	620
DPSCF302443	619
DPSCF302444	619
DPSCF302445	619
DPSCF302446	619
DPSCF302447	619
DPSCF302448	619
DPSCF302449	619
DPSCF302450	618
DPSCF302451	618
DPSCF302452	618
DPSCF302453	618
DPSCF302454	617
DPSCF302455	617
DPSCF302456	617
DPSCF302457	617
DPSCF302458	617
DPSCF302459	616
DPSCF302460	616
DPSCF302461	615
DPSCF302462	615
DPSCF302463	614
DPSCF302464	614
DPSCF302465	614
DPSCF302466	614
DPSCF302467	613
DPSCF302468	613
DPSCF302469	613
DPSCF302470	613
DPSCF302471	613
DPSCF302472	612
DPSCF302473	612
DPSCF302474	612
DPSCF302475	611
DPSCF302476	611
DPSCF302477	611
DPSCF302478	611
DPSCF302479	611
DPSCF302480	611
DPSCF302481	611
DPSCF302482	611
DPSCF302483	610
DPSCF302484	610
DPSCF302485	610
DPSCF302486	610
DPSCF302487	609
DPSCF302488	609
DPSCF302489	608
DPSCF302490	608
DPSCF302491	608
DPSCF302492	608
DPSCF302493	607
DPSCF302494	607
DPSCF302495	607
DPSCF302496	606
DPSCF302497	606
DPSCF302498	605
DPSCF302499	605
DPSCF302500	604
DPSCF302501	604
DPSCF302502	604
DPSCF302503	604
DPSCF302504	603
DPSCF302505	603
DPSCF302506	603
DPSCF302507	603
DPSCF302508	602
DPSCF302509	602
DPSCF302510	602
DPSCF302511	602
DPSCF302512	602
DPSCF302513	602
DPSCF302514	601
DPSCF302515	601
DPSCF302516	601
DPSCF302517	601
DPSCF302518	600
DPSCF302519	600
DPSCF302520	600
DPSCF302521	600
DPSCF302522	600
DPSCF302523	599
DPSCF302524	599
DPSCF302525	599
DPSCF302526	599
DPSCF302527	599
DPSCF302528	599
DPSCF302529	598
DPSCF302530	597
DPSCF302531	597
DPSCF302532	597
DPSCF302533	597
DPSCF302534	597
DPSCF302535	596
DPSCF302536	596
DPSCF302537	596
DPSCF302538	595
DPSCF302539	595
DPSCF302540	594
DPSCF302541	594
DPSCF302542	594
DPSCF302543	594
DPSCF302544	594
DPSCF302545	593
DPSCF302546	593
DPSCF302547	593
DPSCF302548	592
DPSCF302549	592
DPSCF302550	592
DPSCF302551	592
DPSCF302552	592
DPSCF302553	592
DPSCF302554	591
DPSCF302555	591
DPSCF302556	591
DPSCF302557	591
DPSCF302558	591
DPSCF302559	591
DPSCF302560	590
DPSCF302561	590
DPSCF302562	590
DPSCF302563	590
DPSCF302564	590
DPSCF302565	589
DPSCF302566	589
DPSCF302567	589
DPSCF302568	589
DPSCF302569	589
DPSCF302570	589
DPSCF302571	588
DPSCF302572	588
DPSCF302573	587
DPSCF302574	587
DPSCF302575	587
DPSCF302576	587
DPSCF302577	586
DPSCF302578	586
DPSCF302579	586
DPSCF302580	586
DPSCF302581	586
DPSCF302582	586
DPSCF302583	586
DPSCF302584	586
DPSCF302585	586
DPSCF302586	585
DPSCF302587	585
DPSCF302588	585
DPSCF302589	584
DPSCF302590	584
DPSCF302591	584
DPSCF302592	584
DPSCF302593	583
DPSCF302594	583
DPSCF302595	583
DPSCF302596	583
DPSCF302597	583
DPSCF302598	582
DPSCF302599	580
DPSCF302600	580
DPSCF302601	580
DPSCF302602	580
DPSCF302603	580
DPSCF302604	579
DPSCF302605	579
DPSCF302606	579
DPSCF302607	579
DPSCF302608	579
DPSCF302609	579
DPSCF302610	579
DPSCF302611	578
DPSCF302612	578
DPSCF302613	578
DPSCF302614	577
DPSCF302615	577
DPSCF302616	576
DPSCF302617	576
DPSCF302618	576
DPSCF302619	576
DPSCF302620	576
